GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488
112268025	27	33	29	67	18	9
112268024	255	479	186	88	48	183
2961	1359	982	2030	809	918	1043
100507341	3	1	2	8	0	0
2936	996	1621	1616	517	638	1512
7993	614	480	736	246	313	583
105379356	2	2	2	1	0	2
105379355	3	1	2	3	0	7
5516	3731	3745	5739	1642	1762	3598
56154	2	4	49	10	11	109
105379357	0	0	0	0	1	0
29942	42	44	56	21	10	42
7486	400	513	837	204	260	573
105379358	0	1	0	0	0	2
101929492	0	0	0	0	1	0
105379360	0	0	0	0	0	0
3084	63	35	86	7	31	26
107986936	0	0	0	0	0	0
100856811	0	0	0	0	0	0
105379361	0	0	0	1	3	0
100874286	0	0	0	0	0	0
105379362	21	14	18	9	16	11
84750	140	180	234	93	66	162
84549	507	386	762	328	260	492
80185	337	380	591	130	230	430
692084	0	0	1	3	0	0
79845	567	797	560	183	361	370
78986	0	0	7	4	2	1
105379363	0	0	0	0	0	0
105379364	0	1	0	0	0	0
105379366	0	0	0	0	0	0
105379365	0	0	0	0	0	0
103689844	0	0	0	0	0	0
105379368	0	0	0	0	0	0
105379369	0	0	0	0	0	0
137970	8	10	19	5	7	9
101929550	0	0	0	0	0	0
112268026	0	0	0	0	0	0
105379370	0	0	0	0	0	0
105379371	0	0	0	0	0	0
157855	0	0	4	0	1	0
105379375	0	0	0	0	0	0
105379376	0	0	0	0	0	4
105379377	42	6	18	12	7	17
100507403	270	88	409	67	109	188
100507420	25	113	165	20	46	79
105379379	1	2	1	1	0	0
105379378	0	0	0	0	0	0
105379380	0	0	0	0	0	0
80139	1141	1259	1731	717	980	1741
101929622	1	0	1	3	1	0
102723701	53	99	66	8	14	82
11160	2238	2402	2906	1248	980	2315
728024	28	23	41	19	17	38
11212	1251	1530	1966	622	599	1515
105379381	2	7	1	1	1	7
25960	2639	2340	4346	638	1268	4566
55290	1233	690	1552	512	663	1159
80223	4522	4221	4339	1557	1215	2560
137362	1	1	2	1	0	0
155	85	28	59	39	24	23
1978	542	448	911	662	821	462
9070	1012	1272	1934	787	741	1511
6770	638	205	190	150	170	229
105379382	43	21	49	40	24	19
27257	1429	977	1827	564	910	1142
9530	804	758	1151	406	380	487
23259	1001	1659	1810	330	507	1341
84513	1890	2505	2688	1143	1304	2170
54904	1738	2965	2803	743	911	1927
137994	398	494	313	129	202	178
102723716	31	19	27	1	11	23
2260	3420	6744	4801	751	2825	2692
389649	1	0	0	0	1	0
105379383	0	0	0	3	4	0
105379384	0	2	0	0	1	0
286140	25	24	12	10	56	15
6867	3185	3934	4385	884	1166	2794
59339	1472	1575	1820	949	872	1311
203100	298	14387	154	186	7098	229
83877	1935	1760	2939	1349	1250	1862
8754	6723	6983	6474	3398	2016	4432
109616979	0	0	0	1	0	0
203102	55	32	105	68	60	114
255926	9	0	4	20	0	3
1587	0	1	0	1	0	0
100130964	0	0	1	1	0	0
8749	0	0	1	1	0	0
2515	0	0	1	0	0	0
3620	7879	3604	5928	1940	2570	4058
169355	203	1071	916	537	518	274
105379385	0	6	2	1	1	0
105379386	0	0	0	2	0	0
56892	6497	3389	4815	547	903	1195
112543493	0	0	0	1	0	0
105379388	0	0	0	0	0	0
79698	1	1	3	1	3	6
107986938	0	0	0	0	0	0
105379389	0	0	0	0	0	0
105379390	0	0	0	0	0	0
105379771	0	0	0	0	0	0
6422	172	756	1153	20	143	336
100847068	0	0	0	0	0	0
109616980	0	0	0	0	0	0
105379391	0	0	1	0	0	0
51125	1350	1254	2051	779	654	1201
84296	52	102	180	41	55	108
102723729	11	10	10	2	6	6
137964	6751	7032	9808	4054	5170	7059
157848	0	0	1	1	2	0
286	96	145	138	34	80	78
619554	0	0	0	0	0	1
102465696	0	0	0	0	0	1
105379392	13	7	14	3	3	7
7994	1158	2337	1692	595	531	1297
105379393	3	7	1	1	0	3
107986939	9	11	8	6	7	6
10947	456	622	868	262	272	573
5327	17264	4889	17581	4604	6549	13079
101929897	1	0	2	3	0	2
3551	2174	2536	3259	1157	1051	1787
105379395	23	29	29	16	14	19
5423	366	370	487	165	219	244
27121	1	2	4	4	4	2
7419	2512	2284	4396	1257	1899	2770
6575	1571	1482	1754	624	764	1372
114926	480	701	1058	651	422	706
105379396	1	0	0	1	0	0
1142	1	0	5	1	0	0
8973	14	10	3	3	3	1
55145	328	229	456	167	142	319
81790	720	813	1260	545	396	765
100616115	1	3	5	1	1	2
84376	1509	2069	2234	731	648	1401
2339	2151	2086	3701	996	1265	2149
84197	12	38	30	29	3	22
138050	3443	4922	6248	1694	2736	4362
340441	0	0	1	0	1	0
105379397	0	0	0	0	1	0
389652	0	0	0	0	1	0
105375811	0	0	1	0	2	0
105375812	0	0	0	0	0	0
497634	0	0	0	0	2	0
105375813	0	0	0	0	0	0
105375814	0	0	1	0	1	0
105375815	0	0	0	0	0	0
105375816	3	1	3	1	3	2
105375817	0	1	1	0	0	1
107986885	0	0	1	0	0	1
100287846	101	39	83	71	38	46
100996586	0	0	2	0	2	0
23514	4058	3049	4329	1237	1453	2090
107986940	0	0	0	5	0	1
1052	7329	8416	12753	3890	7264	3370
5591	2230	3264	4353	1222	1197	3010
105375818	2	0	8	4	2	3
4173	535	995	1324	263	483	876
105375819	0	0	1	1	1	0
7336	1691	1323	2439	962	927	1320
107986941	0	0	1	0	0	0
105375820	0	0	0	0	0	0
105375821	0	1	1	0	0	1
105375822	2	0	2	1	2	0
112268027	19	11	26	10	14	22
101929268	5	4	6	2	2	7
105375823	2	0	2	3	0	6
101929217	5	4	3	13	5	2
79645	16	1	113	37	60	87
105375825	0	8	2	0	5	2
6591	606	408	984	518	533	2277
107986942	1	2	5	6	6	7
492307	0	0	1	0	0	0
105375826	0	0	0	0	0	0
100507464	0	0	0	0	1	0
54212	0	0	4	0	0	1
105375829	0	0	0	0	1	0
105375828	0	0	0	0	0	0
105375830	0	0	0	0	0	0
105375831	0	0	0	0	0	0
137902	15	16	28	8	6	6
105375833	0	0	0	0	1	0
115294	1984	2678	3209	823	754	1680
102724330	67	113	127	81	50	110
9705	5	7	7	1	5	0
101929341	0	0	0	0	0	1
389658	1	1	4	0	1	1
9821	1340	1822	2021	539	442	1090
105375835	2	7	4	5	5	3
107986943	0	0	0	0	0	0
2831	8	12	14	9	42	3
105375836	0	0	0	0	0	0
4986	6	31	5	3	13	14
100507516	8	17	12	1	6	69
51606	1910	1803	2158	847	1280	1865
8601	80	95	88	96	73	69
6917	1841	2586	3442	646	993	2149
105375839	1	5	3	2	3	4
10434	1048	1791	1942	646	537	1416
29088	939	956	2049	601	779	1330
26766	0	0	0	0	0	0
105375840	0	1	3	1	0	2
105375841	1	2	2	1	6	1
64321	328	955	1329	367	387	961
100129098	14	17	46	14	17	31
6101	5	10	7	14	3	7
107984125	73	102	166	28	203	145
105375842	5	14	25	5	18	20
107986944	0	0	0	0	0	0
107986886	0	0	0	0	0	0
107986887	0	0	0	0	0	0
114786	12	11	37	2	6	3
105375844	0	0	3	0	3	1
100133234	0	1	3	0	4	0
105375843	0	0	0	0	0	0
105375845	0	0	0	0	0	0
105375846	12	27	11	3	8	13
137695	297	460	575	188	232	473
96764	368	464	728	134	151	566
4067	4354	3558	4980	1184	1383	2271
109617001	0	0	0	1	0	2
6224	15222	15455	47676	29490	26078	22098
26795	38	85	127	8	16	32
105375847	0	0	0	0	0	1
4342	6	9	3	18	12	13
5324	70	89	159	25	65	51
79145	539	591	1122	506	558	722
195814	20	3	30	32	47	7
442388	0	0	1	0	0	0
105375849	0	0	0	0	0	0
5179	52	37	40	17	9	17
101929415	9	7	8	2	1	6
101929398	17	10	5	3	0	4
100507632	65	26	16	5	4	13
105375850	0	0	0	0	0	0
105375851	0	0	0	0	0	0
105375852	0	0	0	0	0	0
54928	2900	2998	4702	1386	1534	2844
100507651	0	0	12	0	0	1
286177	0	0	0	0	1	0
26138	0	0	0	0	1	0
101929488	0	0	0	0	0	0
107986888	0	0	0	0	0	0
105375855	0	8	1	0	0	5
286178	0	3	0	0	6	0
105375856	0	0	0	0	0	0
100505477	0	16	0	0	22	1
90362	351	590	460	187	168	200
107986945	0	14	0	0	1	0
101929528	0	3	0	0	5	0
137886	629	733	1012	281	301	617
1581	1	2	1	1	0	3
105375857	0	0	0	0	0	0
6386	6166	7531	8115	2062	2848	5575
8439	1053	1178	1971	441	642	1190
105375858	0	0	0	0	0	0
9760	69	368	311	47	47	128
100505501	24	45	66	13	6	41
105375860	0	0	0	0	0	0
105375859	0	0	0	0	0	0
105375861	0	0	0	0	0	0
105375863	0	0	0	3	0	0
767	75	152	201	61	42	98
105375864	5	4	4	5	2	5
100505532	29	105	27	27	44	170
5862	17604	21131	7847	4823	7557	24970
55636	375	679	432	297	265	423
105375938	1	0	4	1	0	0
157807	281	186	446	250	185	217
100130298	5	6	9	5	7	2
105375870	0	0	0	0	0	0
444	2020	3283	3437	1030	1182	2814
100616484	0	0	0	0	0	0
101929628	0	1	1	0	2	0
105375871	0	0	0	0	0	0
111082988	0	0	0	0	0	0
286183	110	128	182	100	109	135
643763	193	166	353	130	137	297
107986946	2	1	4	2	6	3
8836	158	133	381	211	347	221
7274	1	1	0	0	4	0
101410533	20	29	33	50	38	20
253943	2657	2592	3156	1211	961	1996
105375873	1	2	4	1	0	3
105375875	0	0	0	0	0	0
105375874	3	0	5	0	2	0
102724612	0	0	0	0	0	0
105375876	0	0	0	0	0	0
286184	0	0	1	0	2	0
102724623	0	0	0	0	0	0
105375877	0	0	0	0	0	0
100130155	0	0	1	4	1	0
406908	0	0	0	0	0	0
401463	0	1	3	2	1	0
27319	3	2	7	2	1	12
9420	350	239	458	380	257	357
105375879	1	1	3	0	1	1
105375878	0	2	2	0	0	2
105375880	0	0	0	0	0	0
552859	0	0	0	0	0	0
105375881	0	0	0	0	0	0
286186	0	0	0	1	2	0
55156	653	794	1219	263	264	653
9650	392	812	768	215	259	635
5150	800	1123	1502	353	426	682
107986949	1	5	1	0	0	0
107986948	6	14	6	5	2	6
107986950	0	4	1	0	1	0
105375883	0	0	1	3	0	0
85479	4	8	5	1	5	2
84675	47	101	71	53	66	186
100189437	0	0	0	1	0	0
100189102	0	0	0	1	0	0
1392	7	73	9	13	16	5
112268029	0	2	0	0	0	0
100505659	2	48	1	7	17	4
102724687	5	24	12	19	4	19
100505676	1	0	5	2	3	0
23212	702	426	1099	205	366	754
137872	205	288	325	132	109	322
254778	12	12	16	10	14	17
4603	196	369	677	120	93	313
105375884	10	10	31	8	7	29
80124	679	812	1130	413	270	654
100533105	152	247	263	71	70	181
56260	83	135	200	68	67	116
23678	125	214	222	56	53	157
26255	0	0	3	0	0	0
157777	350	382	856	714	346	342
641638	541	721	1502	936	727	624
641648	42	92	117	14	52	51
100129654	1	0	0	0	1	0
286187	2	1	8	10	6	5
105375885	0	0	0	0	0	0
10987	1144	1221	2055	587	788	1218
79848	472	611	776	340	310	502
10565	1266	2438	2197	537	562	1559
102724708	8	5	13	7	3	6
57094	3	0	1	1	0	1
105375886	0	0	0	0	4	0
80243	515	788	685	137	183	416
105375888	0	0	1	1	1	0
286189	40	101	67	22	19	96
116328	56	116	80	28	28	64
107986951	0	0	0	0	11	1
100505718	0	1	1	0	0	0
100505739	0	0	0	0	0	1
23213	1764	1848	2049	392	4272	2606
81796	208	135	337	11308	502	329
105375889	0	0	0	0	0	0
101929759	2	3	1	0	0	1
63978	0	0	4	0	1	0
10499	707	1449	1384	315	336	943
101926892	1	20	7	3	9	0
105375890	0	0	0	0	0	0
23471	10354	10445	12750	4081	2819	7203
286190	138	291	107	11	26	100
51110	708	825	497	124	147	310
389668	12	10	0	0	3	5
105375894	0	1	1	1	1	0
2138	8	33	10	35	24	23
102724772	0	0	0	0	0	0
105375892	0	0	0	0	0	0
107986890	0	0	0	0	0	0
9242	102	91	97	62	70	205
100132891	81	87	96	22	37	147
8989	11	17	17	7	4	14
105375896	1	4	5	0	3	2
392232	0	0	1	0	0	0
105375897	0	0	0	1	2	0
9312	0	1	5	1	1	0
101926908	0	0	0	0	0	0
7013	568	723	948	225	327	678
157869	284	305	387	128	101	245
107986891	0	0	0	0	1	1
105375901	0	0	0	0	0	2
100130301	14	19	62	24	22	25
6129	27981	30958	86930	28754	33949	43850
157506	7945	4073	5708	1383	1067	1795
101926926	97	123	62	13	8	11
105375899	0	1	0	0	1	0
100128126	3	20	24	8	9	33
27067	743	1306	1388	341	385	826
105375902	10	23	23	14	13	15
55284	1211	1528	1972	682	713	1070
101926947	2	1	1	0	0	1
6921	1541	1262	2242	1119	1295	1212
54968	619	755	898	330	541	742
23643	201	208	349	292	175	136
105375903	0	4	4	1	2	0
56704	145	174	185	33	92	136
54332	146	187	437	78	85	240
100847058	0	0	0	0	0	0
100847091	0	0	0	0	0	0
105375904	0	0	0	0	1	0
441355	1	0	3	2	2	2
100302260	0	0	0	0	0	0
51050	531	559	1262	213	366	1998
83690	12	78	55	19	61	24
105375905	0	1	1	0	1	0
101805492	2	6	8	0	2	0
3174	36	62	77	11	14	55
105375906	0	0	6	4	1	0
102724858	0	6	12	6	2	0
101926978	0	0	0	1	0	0
107986952	0	0	0	0	0	0
100192378	0	1	1	1	5	0
79776	5	15	55	14	45	29
100422921	0	0	0	0	0	0
5828	780	911	1864	528	520	1113
105375909	0	0	0	0	0	0
102724874	0	0	0	0	0	0
105375911	1	2	2	0	0	1
5569	29	29	44	20	15	24
101927003	0	0	0	0	0	0
51101	649	982	856	263	242	488
3574	33	45	68	11	19	26
101241902	13	45	49	11	27	9
105375914	7	9	17	0	5	8
112935892	3	2	2	10	3	4
105375912	0	1	0	0	0	0
105375913	1	2	2	3	0	4
107986892	0	0	0	0	0	0
105375915	0	0	0	0	0	0
113219456	0	0	0	0	0	0
105375916	1	0	0	0	0	0
11075	480	75	494	171	268	94
107986893	0	0	0	0	0	0
23462	42	139	81	61	123	98
101927067	7	11	5	3	6	6
101927040	1	1	1	1	1	1
28957	1028	743	1427	647	794	1052
7163	928	1633	1697	461	522	1201
105375919	0	0	0	1	0	0
105375918	0	3	0	3	0	0
105375920	3	4	2	0	0	0
100847056	0	0	0	0	0	0
105375922	0	0	0	0	0	0
105375921	13	20	27	3	4	13
65986	1179	2925	2007	510	658	1207
619279	1731	2286	1573	497	258	719
107986894	1	0	2	0	1	3
55824	215	490	293	79	172	159
105375924	2	1	8	1	2	1
2171	843	895	1900	464	568	1184
105375925	2	0	3	0	0	2
105375926	0	0	0	0	0	0
5375	0	1	1	1	0	0
646480	0	0	0	0	0	1
101927118	2	0	1	1	1	3
2167	36	64	67	30	22	48
646486	0	0	0	0	0	0
650747	0	0	1	1	0	3
3612	434	408	741	147	199	401
347051	9	2	11	9	7	5
79752	577	621	1035	213	312	601
92421	230	557	432	110	135	361
64089	199	301	465	70	89	246
105375928	2	2	3	3	2	8
105375929	0	0	0	0	0	0
105375930	0	0	0	0	0	0
105375931	0	0	0	1	0	0
107986953	0	0	0	0	0	0
101927141	0	0	0	0	0	0
103352670	0	0	0	0	0	0
105375932	0	0	0	0	0	0
138046	0	0	0	4	0	0
105375933	1	2	4	1	0	0
85444	203	249	433	101	128	345
102723322	0	2	2	4	0	3
1875	166	176	258	64	106	247
401466	1009	822	1888	1328	845	961
105375936	1	0	4	3	1	1
105375935	0	0	0	0	0	0
377677	56	117	127	23	45	53
759	0	0	2	0	2	2
761	21	9	24	13	6	15
100996348	4	3	1	1	1	1
760	68	334	80	5	120	87
105375937	0	0	0	0	0	0
101929601	0	2	1	0	4	1
101929627	0	0	0	1	3	0
100288527	0	0	1	0	2	0
100288562	0	0	1	0	2	0
105375622	0	1	0	0	0	0
107986954	0	0	0	0	2	0
85481	0	0	0	0	0	0
245972	0	10	2	3	2	4
105375623	0	0	0	0	0	0
157724	0	0	0	0	0	0
105375624	29	74	53	10	19	52
11059	683	1755	1356	242	340	1010
51115	981	1286	2047	815	822	1370
8895	1576	1966	2799	687	724	1668
54714	14	14	96	9	11	3
107986895	0	0	1	0	0	0
168975	0	0	0	0	0	0
105375626	0	0	0	0	0	0
138009	2	1	1	0	0	0
105375628	0	0	0	0	0	0
4325	169	95	441	237	82	106
105375630	1	2	7	7	1	5
105375629	0	0	0	2	0	0
105375631	3	9	15	4	4	0
112268015	5	18	17	20	6	3
101929709	87	113	143	47	45	62
8767	567	772	759	199	305	545
734	1420	1506	3410	992	699	1818
4683	685	960	1363	308	378	1335
1666	1929	1988	3097	1648	1575	1936
793	1	9	9	8	4	4
100874052	0	0	0	0	0	0
107986955	0	0	0	0	0	0
101937451	0	0	0	0	0	0
169200	383	419	577	156	201	325
102724670	0	0	1	0	2	0
105375633	0	2	2	0	0	0
64168	80	46	226	59	51	88
105375635	1	1	0	0	0	0
105375634	7	8	22	8	3	2
100127983	44	31	112	13	19	47
55529	248	331	382	148	192	262
100506365	713	710	1053	337	239	929
51633	255	329	486	156	143	261
100130742	19	29	32	34	5	12
100616245	0	0	0	0	0	0
115111	14	56	33	23	7	78
105375637	0	0	0	0	0	0
862	355	285	461	159	190	427
105375638	0	0	0	0	1	0
105375639	0	0	0	0	0	0
102724710	0	0	0	0	0	0
101926956	0	1	0	0	1	3
441369	0	0	0	0	0	1
286144	900	1090	1516	499	466	1003
102467005	0	0	0	0	0	0
389676	3	0	1	0	1	0
105375644	0	0	1	0	0	0
105375643	0	0	5	1	2	7
107986956	0	3	1	2	3	7
105375642	0	1	1	1	5	0
642924	8	17	15	2	13	12
105375641	0	0	0	0	0	3
137392	523	467	799	285	235	504
389677	566	881	1157	361	298	747
55472	6	18	12	18	5	9
105375645	0	3	0	1	0	2
91147	208	279	324	121	87	285
105375646	2	0	0	0	0	0
100616169	0	0	1	3	0	0
54704	772	750	832	329	399	667
1015	3	15	19	6	15	12
105375647	4	1	2	2	2	2
105375648	0	1	0	0	0	0
2669	1289	3142	561	44	272	501
107986896	1	3	1	0	0	0
25788	166	156	244	92	111	177
100861412	51	67	70	24	30	47
25962	1109	1392	2011	528	598	1113
101926977	7	3	28	7	17	23
100288748	4	12	17	7	8	15
54845	454	1572	949	267	425	1054
286148	719	931	1345	296	311	801
55656	668	854	1036	374	389	755
9134	57	57	111	64	33	78
137682	199	204	373	120	133	218
94241	926	1771	1760	416	360	637
105375650	0	2	2	0	0	0
100500907	0	0	0	0	0	0
100422964	0	0	0	0	0	0
79666	361	491	508	212	147	369
619344	0	0	0	0	0	0
157657	35	62	69	12	26	51
100616530	1	2	4	7	1	1
100189248	0	1	0	0	0	1
107986957	0	0	0	0	0	0
100500773	0	0	0	0	0	0
392255	4	16	2	0	1	0
7381	5953	4947	12223	6489	5855	5371
101927039	9	7	4	14	2	3
51001	440	427	717	220	240	478
9791	1073	1438	1848	528	744	1285
105375652	0	0	1	2	1	1
102724804	0	0	1	0	1	1
105375653	0	0	0	0	0	0
6383	6986	4780	10425	2622	2602	3779
10404	2078	2093	5017	949	1368	1457
101927066	0	2	3	0	0	0
105375655	4	3	4	2	3	2
85453	755	694	1536	301	254	827
109617016	0	0	0	0	0	0
105375657	0	0	0	0	0	0
92140	3961	4518	6899	1925	1893	3701
55353	3652	5474	6108	1689	2464	4744
4147	1549	1540	1414	284	768	827
6156	19516	19805	53208	21397	19595	21230
26775	17	18	66	24	15	19
203111	30	46	38	15	39	9
10247	320	277	504	226	299	382
10940	289	189	385	138	122	225
105375660	0	2	1	5	0	2
79815	1595	1266	2241	674	996	2017
105375659	2	6	6	3	2	1
107986870	1	5	4	6	0	0
113218497	0	0	0	0	0	0
3788	110	91	231	67	207	454
6788	911	1204	1480	490	486	1122
112268016	29	32	91	24	36	88
116039	2129	4367	9209	1399	4936	6785
107986872	24	40	64	25	32	75
105375666	18	22	57	30	19	22
107986871	30	47	75	72	32	33
157680	1143	1993	2207	579	496	1436
693184	0	0	0	1	0	0
100126309	0	0	0	0	0	0
1345	10213	5978	15849	13053	5795	5124
26166	653	393	1011	714	203	370
109616982	0	0	0	0	0	0
286151	5	12	21	4	11	17
5440	1549	1091	2367	770	904	1490
6674	526	492	605	114	107	252
105375669	9	20	15	8	2	8
105375668	24	9	27	36	13	10
25897	3629	3238	4516	723	610	2102
100616451	0	0	0	0	0	0
105375670	275	725	523	161	182	233
107986959	147	560	212	178	92	260
157567	388	409	674	188	169	401
169166	3	2	16	0	3	15
105375671	0	0	0	0	0	0
105375672	0	0	0	0	0	0
26986	14759	17872	28271	8034	9824	19726
102466854	136	109	347	839	338	147
105375673	0	0	0	0	0	3
7534	18768	20030	28456	11328	10650	16601
401471	0	0	0	0	0	0
441374	0	2	0	1	2	0
105375674	4	9	3	13	2	7
105375675	0	2	0	0	2	1
105375676	1	0	0	1	1	0
51123	1835	1536	2723	1016	1106	1459
107984005	0	0	0	0	0	0
105375679	0	5	1	0	1	6
83955	6	4	6	1	3	2
105375680	0	0	0	0	0	0
107986897	0	0	1	0	0	3
107986961	11	13	6	4	12	15
107986962	12	44	31	9	18	28
79977	343	897	596	141	361	712
83988	702	913	1243	261	602	649
107986963	2	3	14	8	17	4
104054148	2	4	11	6	6	0
100847001	0	0	1	0	0	0
50484	628	919	881	238	327	614
101927221	24	43	25	4	6	20
51366	2070	3960	3931	1127	1108	2725
105375683	1	13	2	5	3	7
107986898	0	3	0	0	3	0
105375684	0	0	0	0	0	0
4956	0	0	0	0	0	0
7071	3682	2738	2553	862	736	2616
101927245	11	16	11	16	7	15
105375686	0	0	0	2	0	0
105375685	0	1	0	0	1	0
401472	110	77	84	87	51	55
51582	2903	3073	3627	766	998	2060
100506753	30	70	100	61	40	50
528	1919	2125	2092	763	654	1212
379034	35	49	25	11	9	6
157556	0	3	4	3	2	1
79870	263	383	304	138	112	104
100422992	0	0	0	0	0	0
100499183	6	4	8	8	3	1
105369147	66	104	111	46	47	98
8323	583	1457	986	300	205	816
109623480	0	0	0	0	0	1
115908	1183	982	531	322	221	342
81034	535	697	868	218	212	544
25879	1006	862	1540	441	527	860
105375690	72	131	132	26	47	106
9699	177	341	249	87	68	250
105375689	0	0	0	0	0	0
107984007	2	0	3	6	5	1
105375688	0	3	1	3	2	3
107986899	0	0	0	0	0	0
81501	1	1	0	0	1	0
1807	2	0	4	0	2	3
105375692	0	0	0	0	0	0
105375691	1	0	0	0	1	0
693127	1	0	0	0	1	0
29967	592	564	688	169	140	384
105375694	0	0	0	0	0	0
105375693	0	0	0	0	0	0
105375695	0	0	0	0	0	0
101927392	3	0	0	0	3	12
23414	74	199	181	67	42	140
105375696	1	1	0	0	1	0
102723356	169	107	126	102	104	79
55074	661	1446	1415	268	276	1070
105375700	3	13	19	6	8	11
137735	2	0	3	0	0	7
105375701	2	0	0	0	1	0
284	90	77	52	20	47	62
105375703	0	0	0	0	0	0
340419	0	3	2	1	0	2
3646	5983	6620	14590	2564	5845	8306
105375704	0	1	0	2	0	2
9694	1517	1372	2005	489	724	1361
157753	3	8	1	1	1	2
102723368	0	0	0	0	0	0
101927413	1	2	3	2	0	0
107984017	0	0	0	0	0	0
7201	0	0	0	0	0	1
84955	509	601	818	184	215	531
56943	1943	1698	3158	1327	1606	1605
93035	21	69	49	28	21	69
9166	706	702	1029	325	428	891
55638	142	123	88	15	24	65
100132813	1	1	2	0	1	2
27012	0	0	1	0	1	0
101927459	0	0	0	0	0	0
101927487	0	0	0	0	1	0
107986965	1	4	0	0	0	0
105375705	0	0	0	0	0	0
107986964	0	0	0	0	0	0
105375706	0	0	0	0	0	0
105375707	0	0	0	0	0	0
114788	0	4	1	0	2	0
100302225	0	0	0	0	0	0
107986966	0	0	0	0	0	0
105375709	0	0	0	0	0	0
105375710	0	0	0	0	1	0
107986901	0	0	0	0	0	0
7227	417	663	758	351	284	448
107986968	0	0	0	0	0	0
107986902	0	0	0	0	0	0
107986903	0	0	0	0	0	0
100859921	0	2	0	0	1	0
102723447	0	2	3	0	0	1
105375711	7	11	10	6	0	8
105375712	0	0	0	0	0	0
8667	5249	5568	9750	3242	5126	6075
105375713	5	12	3	0	1	4
84294	437	374	669	272	176	498
112268030	15	10	27	15	6	10
5885	1977	3834	3907	688	1079	2614
644660	13	27	18	4	7	8
100500914	0	3	2	0	0	1
441376	1	4	8	3	8	6
105375715	0	1	0	0	1	0
169026	3	2	1	1	2	1
105375716	0	1	0	2	0	0
107986969	0	0	0	0	0	0
105375719	0	2	0	0	0	0
105375717	0	0	0	0	0	0
90390	156	300	517	106	224	230
105375721	8	14	12	6	6	12
107986970	2	0	1	1	0	0
2131	1546	1760	1805	595	1065	1525
109623457	1	1	1	1	1	0
401474	141	267	255	74	59	201
105375724	7	8	17	40	3	6
552860	13	16	15	0	5	6
105375723	1	0	2	0	0	0
4982	286	149	162	24	32	63
10584	9	11	9	3	4	3
101927513	0	0	0	0	0	0
105375725	0	0	0	0	0	0
114569	1358	2551	1860	687	1001	2182
105375726	183	375	242	12	87	330
102466162	0	0	0	0	0	0
4856	628	428	737	337	2143	838
5168	3085	2913	3403	646	651	1535
105375727	0	0	0	1	0	0
6873	741	1056	1262	176	231	898
105375728	11	12	23	17	8	15
79075	61	57	151	43	32	81
64798	7772	8289	9717	3143	3369	8586
105375730	130	67	129	93	68	100
7373	29898	8092	21774	14820	13026	17378
28998	681	661	1184	489	514	737
27085	70	99	144	28	25	98
6641	537	1319	985	409	339	773
101927543	210	3	12	7	4	3
107986874	28	5	4	27	11	1
105375731	0	0	1	0	0	0
107986971	1	0	1	0	0	0
3037	54	31	130	40	142	309
594842	9	2	12	17	10	19
105375732	0	0	0	0	0	0
105375733	0	0	0	0	0	0
105375734	0	0	2	0	2	1
107986972	1	1	1	1	1	1
104266958	0	0	0	0	0	0
107986904	0	0	0	0	0	0
22882	744	1781	1360	227	355	947
79139	4244	2780	4992	2349	1481	3133
93594	340	428	497	95	166	377
100189201	1	0	1	0	0	0
84985	8	7	6	2	4	1
100131726	15	2	9	4	1	1
100616260	0	0	0	0	0	0
84933	377	300	517	256	251	305
100533106	358	311	504	182	202	292
11244	845	903	1455	288	332	1251
29028	316	485	604	156	263	423
100500863	0	1	1	0	0	1
693130	0	1	1	0	0	1
105375737	1	2	4	3	6	5
55093	306	282	623	254	337	340
114907	2311	4974	6697	1287	3767	2270
340359	13	9	12	4	14	10
105375738	0	0	1	2	0	0
312	28	26	108	44	71	91
105375739	0	0	0	0	1	0
157769	1158	1624	1952	564	508	1040
654463	0	4	9	1	2	1
439941	0	0	0	0	1	0
157376	0	0	1	0	0	0
101927588	6	2	4	0	2	0
107986973	93	8	29	0	2	3
157378	453	538	744	117	151	313
55039	247	287	550	158	214	408
101927612	49	56	92	25	35	79
11236	1074	1056	1674	509	595	1143
83940	971	952	1732	472	624	939
102466200	0	1	0	0	0	0
4715	1512	1242	2823	2406	1443	1294
9788	320	840	808	211	185	323
105375740	7	26	21	5	4	13
105375741	0	1	2	1	4	1
100616255	0	0	0	0	0	0
100616221	0	0	0	0	0	0
105375743	16	26	43	17	19	22
105375742	0	0	1	0	0	0
157381	0	1	0	0	10	1
137209	53	65	106	37	24	60
105375744	0	0	0	1	0	0
6713	530	824	553	215	356	479
9897	1210	1347	1770	372	450	1158
286053	391	475	821	272	318	381
10221	2351	1813	1943	463	445	763
105375746	7	9	8	1	6	2
105375747	0	0	0	0	0	0
105375748	0	1	0	0	0	0
107986974	0	0	0	1	1	0
100130231	42	52	71	10	13	45
101927657	1	0	3	0	2	0
105375749	1	4	25	0	7	16
105375750	0	19	18	8	11	15
157638	1282	6816	7178	1176	1715	5068
105375751	27	234	169	24	28	135
105375753	0	4	4	12	12	5
100750225	7	9	10	21	15	20
103164619	0	0	0	0	2	0
101867536	63	88	93	39	36	77
105375752	4	1	11	16	3	5
103021165	2	1	1	3	1	2
100507056	24	16	4	6	12	9
103021164	5	13	10	8	7	16
727677	46	63	32	26	19	31
101805488	0	1	0	1	0	0
